ID,DOI,Title,Year,Authors,Venue,Abstract,Citations,Concepts,Relevance_Score,AL_Decision,LLM_Decision,LLM_Justification
40958468,10.1111/jjns.70027,Incidence and risk factors for nursing-related intraoperative incidents: A 5-year retrospective study at a Japanese tertiary care hospital.,2025.0,"Mochida K, Chaki T, Yamakage M.",,"<h4>Aim</h4>Nursing-related intraoperative incidents, such as specimen loss and retained surgical items, pose serious risks to patient safety. These events may be influenced by surgical complexity, team structure, and nursing experience. However, data on the specific impact of these factors, particularly in Japan, remain limited. This study aimed to determine the incidence of nursing-related intraoperative incidents and identify clinical and procedural factors associated with their occurrence.<h4>Methods</h4>We conducted a retrospective observational study of all surgeries performed at a tertiary care hospital between April 1, 2018, and March 31, 2023. Data were extracted from anesthetic records, perioperative nursing notes, and an electronic incident reporting system. The primary outcome was the incidence of nursing-related intraoperative incidents. Secondary outcomes included associations with surgical specialty, instrument delivery personnel (nurse vs. physician), duration of surgery (<2 vs. ≥2 h), timing of surgery (daytime vs. night shift), surgical approach (endoscopic vs. non-endoscopic), and nurse experience (<6 vs. ≥6 years). Logistic regression was used for statistical analysis.<h4>Results</h4>Of 37,265 surgical cases, 85 cases (0.23%) of nursing-related intraoperative incidents were identified. Incident rates were highest in neurosurgery and emergency department surgery. Univariate analysis identified instrument delivery personnel (nurse), longer duration of surgery, night shift surgery, and limited nursing experience as associated factors. In multivariate analysis, limited nursing experience (odds ratio: 1.810) and longer duration of surgery (odds ratio: 4.008) remained significant predictors.<h4>Conclusions</h4>Nursing-related intraoperative incidents, though rare, were more likely to occur during longer surgeries and when performed by less experienced nurses.",2,,0.583,Include,Include,Matches 7 inclusion term(s).
41695611,10.3389/frhs.2026.1751261,Unit managers between fluctuating demand and fixed staffing: a quantitative study in psychiatric nursing.,2026.0,"Ketzer M, Gehri B, Nienaber A, Huber CG, Simon M.",,"Balancing patient demand with nurse staffing remains a central challenge in inpatient care. In psychiatric settings, patient-side fluctuations create variability that is difficult to reconcile with fixed rosters and limited staffing flexibility. This study quantifies temporal variations in unit capacity utilization in psychiatric inpatient care and explores how unit managers respond to fluctuations and perceive flexible working arrangements. We combined routine inpatient data with a survey of unit managers from Swiss psychiatric hospitals. Routine data were used to describe temporal variability in capacity utilization, while the survey assessed management strategies, causes of workload fluctuations, and attitudes toward flexible working arrangements. Routine data from 116 units across 13 hospitals revealed substantial temporal fluctuations in occupancy. Most unit managers reported maintaining planned staffing levels despite changing demand, relying primarily on individual nurse-level adjustments such as overtime or calling in off-duty staff. Patient-side or structural strategies, including transfers or bed closures, were rarely used. Flexible working arrangements were viewed positively for nurse retention but deemed difficult to implement within shift-based operations. Psychiatric inpatient care illustrates the challenge of aligning fluctuating demand with staffing systems designed for stability. Current responses rely mainly on reactive measures that strain staff and may affect treatment continuity and safety, while opportunities for structural flexibility remain underused. Future research should develop data-driven tools to anticipate workload peaks and evaluate interventions that support flexible staffing and staff well-being. Organizational and policy efforts are needed to strengthen nurse manager capacity, improve working conditions, and support workforce planning that safeguards patient care.",0,,0.583,Include,Include,Matches 7 inclusion term(s).
41816566,10.21037/jgo-2025-702,Private equity acquisitions of hospitals and the changing landscape of care for patients with gastrointestinal cancer.,2026.0,"Worku E, Rashid Z, Khalil M, Woldesenbet S, Pawlik TM.",,"<h4>Background</h4>The growing presence of private equity (PE) in the United States (U.S.) healthcare raises concern about access, costs, care quality, and outcomes. This study explores the specific impact of PE-owned hospitals on gastrointestinal (GI) cancer care.<h4>Methods</h4>Patients undergoing GI cancer surgery were identified from the linked Surveillance, Epidemiology, and End Results (SEER)-Medicare database (2012-2020). Propensity score matching compared PE and non-PE hospitals. Difference-in-difference and multivariable models evaluated GI surgical outcomes, adjusting for patient and hospital-level characteristics.<h4>Results</h4>Among 1,887 GI cancer patients (hepatopancreatic: n=127, 6.7%; colorectal: n=1,760, 93.3%), the majority were male (n=1,030, 54.6%), White (n=1,526, 80.9%), with early-stage disease (stage I/II: n=1,009, 54%) and a median age of 75 [interquartile range (IQR), 70-82] years. Surgeries at PE-owned hospitals comprised 31.7% (n=599). Compared to non-PE hospitals, patients treated at PE-owned centers were more often Black (18.7% <i>vs.</i> 12.1%), socioeconomically vulnerable (48.4% <i>vs.</i> 36.1%), and had early-stage cancer (57.1% <i>vs.</i> 52.5%) (P<0.05). PE ownership correlated with reduced clinical staffing (physicians: -19; nurses: -43), fewer Medicaid patients (-194), and lower surgical costs (-$341) (all P<0.05). Hospital-acquired infections rose post-acquisition (30.4% to 43.7%, P=0.02), while non-PE hospitals maintained lower rates (11.2% to 19.6%, P<0.001). The risk of perioperative-complications [risk ratio (RR) =0.80; 95% confidence interval (CI): 0.54-1.20], hospital-acquired infections (RR =0.77; 95% CI: 0.37-1.63), and 90-day-mortality (RR =1.27; 95% CI: 0.60-2.66) were comparable at PE-acquired versus non-acquired hospitals.<h4>Conclusions</h4>PE hospital acquisitions reduce staffing, limit Medicaid patient's access, and increase infection risks-underlining the need to protect equity and quality in GI cancer care.",0,,0.583,Include,Include,Matches 7 inclusion term(s).
42077761,10.1155/nrp/8153123,Integration of Care Assistants Into Intensive Care Nursing Teams: A Multimethod Study.,2026.0,"van Esch A, Stalpers D, van Mol MMC.",,"<h4>Aims</h4>This study explored (1) the expectations and experiences of intensive care unit (ICU) nurses regarding the integration of care assistants, focusing on skill mix, work environment, collaboration, clinical leadership, perceived quality of care and work satisfaction, and (2) how care assistants enact and experience their role in an adult ICU environment.<h4>Methods</h4>A multimethod, survey-based study was conducted at two time points, using a pre-post design among 119 ICU nurses and a cross-sectional design among 13 care assistants. The study was conducted in two adult ICUs of a large tertiary hospital. Questionnaires included self-developed items and items derived from validated instruments (e.g., Clinical Leadership Scale, Practice Environment Scale of the Nursing Work Index and Job Content Questionnaire). Open-ended questions were included to capture qualitative insights.<h4>Results</h4>Response rates among ICU nurses were 79.8% (<i>n</i> = 95) at baseline and 48.7% (<i>n</i> = 58) at follow-up, while the response rate among care assistants was 84.6% (<i>n</i> = 11). Before integration, most ICU nurses (71.6%) expected positive outcomes, such as reduced workload through the involvement of care assistants, although concerns regarding care quality were reported by 53.7%. Post-integration, collaboration was rated positively by 82.8% of ICU nurses; however, concerns about care quality persisted (58.5%), and 55.2% opposed continuation of the initiative. Among care assistants, 54.5% found working in the ICU enjoyable, while 81.8% indicated that their assigned tasks did not align with their prior knowledge and skills. Despite these concerns, perceived quality of care was rated 8/10 by both ICU nurses and care assistants at both time points.<h4>Conclusion</h4>Although the integration of care assistants into ICU teams was initially expected to support workforce capacity and workload distribution, persistent concerns regarding care quality and patient safety underscore the need for clearer role delineation, adequate training and structured implementation strategies to support sustainable integration.",0,,0.583,Include,Include,Matches 7 inclusion term(s).
42221297,10.2147/rmhp.s597958,"Social Determinants of Health, Nursing Care Quality, and Patient Outcomes in Neurological Disorders: A Systematic Review.",2026.0,"Yuan S, Hou J, Yang X.",,"<h4>Background</h4>Social determinants of health (SDOH) significantly influence healthcare delivery and outcomes, yet their specific impacts on neurological nursing care quality remain insufficiently synthesized.<h4>Objective</h4>This systematic review aimed to synthesize evidence on the associations between SDOH and nursing care quality and patient outcomes across major neurological disorders.<h4>Methods</h4>Following PRISMA 2020 guidelines, we systematically searched PubMed, Web of Science, and Embase for observational studies published between January 2015 and October 2025. A narrative synthesis approach was employed due to substantial heterogeneity across studies.<h4>Results</h4>Sixty-five observational studies (2015-2025) encompassing 5,412,847 patients with stroke, dementia, Parkinson's disease, multiple sclerosis, epilepsy, and traumatic brain injury were included. Low socioeconomic status (SES) was associated with 39% increased stroke mortality and 36-66% higher rates of poor functional outcomes. Racial and ethnic minorities experienced 15-25% reduced access to acute stroke treatments and 27% higher readmission rates. Uninsured patients faced three-fold increased mortality and substantially reduced rehabilitation access, while rural patients received thrombolysis 50-55% less frequently. Optimal nurse staffing ratios (<3 patients per nurse) were associated with substantially reduced racial disparities in stroke readmissions, representing a critical modifiable nursing intervention. Educational attainment, income, occupation, and community deprivation demonstrated dose-response relationships with outcomes.<h4>Conclusion</h4>Systematic SDOH screening integration, culturally tailored interventions, enhanced discharge planning, and policy advocacy addressing structural inequalities are essential to advance health equity in neurological nursing care. Nurse staffing optimization emerges as the most actionable strategy to reduce outcome disparities across vulnerable populations. Limitations include the observational nature of included studies, substantial heterogeneity in SDOH measurement, and geographic concentration in the United States.",0,,0.583,Include,Include,Matches 7 inclusion term(s).
41020427,10.1002/nur.70024,The Impact of Nurse Staffing and Education on 30-Day Mortality Among Patients Hospitalized for Acute Kidney Injury.,2026.0,"Iroegbu C, Kutney-Lee A, Chittams J, Leak S, Brooks-Carthon M.",,"Acute kidney injury (AKI) affects approximately 20% of hospitalized patients and is associated with higher mortality, extended hospital stay, and increased costs. While various strategies have been proposed to improve AKI management, the impact of nursing resources on AKI outcomes has not been explored. We sought to examine the association between nursing resources and 30-day mortality among patients hospitalized with AKI. Using a cross-sectional study design, we linked data from the CMS Medicare Provider Analysis and Review file, American Hospital Association Annual Survey, and RN4CAST-NY/IL survey of registered nurses. We identified 24,368 Medicare beneficiaries aged 18-99 years with a primary diagnosis of AKI hospitalized in 155 hospitals in New York and Illinois in 2021. The primary outcome was 30-day mortality. Key independent variables included nurse staffing (patient-to-nurse ratio) and nurse education (proportion of nurses holding a bachelor's degree or higher). Covariates were patient demographics, comorbidities, and hospital characteristics. The 30-day mortality rate was 10.5%. In adjusted logistic regression models, each additional patient per RN increased the odds of 30-day mortality by 7% (OR = 1.07, 95% CI [1.01-1.13], p < 0.05). For each 10-point increase in the proportion of nurses with a bachelor's degree or higher, the odds of 30-day mortality decreased by 9% (OR = 0.91, 95% CI [0.88-0.95], p < 0.001). Better nurse staffing and higher proportions of nurses with a bachelor's degree or higher are associated with lower 30-day mortality among patients hospitalized with AKI. These findings underscore the significance of nursing in AKI outcomes and suggest that hospitals should prioritize investing in nursing resources to enhance AKI outcomes.",0,,0.583,Include,Include,Matches 7 inclusion term(s).
41851672,10.1186/s12912-026-04553-8,The illusion of improved nurse staffing levels in South Korea during COVID-19: a statistical artifact of policy changes and declining patient volume.,2026.0,"Lee K, Kim Y, Kim HY.",,"<h4>Background and aim</h4>South Korea revised its nurse staffing grade indicators in 2018 by changing the evaluation criteria from nurse-to-bed ratios to nurse-to-patient ratios, enabling hospitals to qualify for higher inpatient reimbursement rates. Beginning in 2020, during the peak of the COVID-19 pandemic, this policy was extended to all medical institutions except tertiary hospitals. This study investigated whether the revised indicators resulted in actual increases in nurse employment and examined their implications for addressing persistent nurse shortages during the COVID-19 pandemic in South Korea.<h4>Methods</h4>A longitudinal study analyzed data from 1,152 hospitals between 2019 and 2023, examining changes in nurse staffing levels and related indicators. The data were analyzed using descriptive statistics, chi-square tests, and generalized estimating equations.<h4>Results</h4>By 2023, 35.9% of hospitals achieved the highest nurse-to-patient ratio grade (Grade 1), compared to only 3.0% under the nurse-to-bed ratio indicator. However, 20.8% of hospitals showed improved nurse-to-patient ratios without corresponding changes in nurse-to-bed ratios, suggesting that the improvements may be due to shifts in patient numbers rather than actual increases in nurse employment. The relative risk (RR) of improving nurse-to-bed ratio grades during the pandemic was less than 1 (RR 0.88-0.94), indicating a worsening trend, while nurse-to-patient ratio grades improved (RR 1.19-1.22).<h4>Conclusion</h4>The revised indicators improved apparent compliance, but this change was driven by metric changes and reduced patient admissions, not a substantive reinforcement of staffing levels. Without sufficient recruitment, rising post-pandemic patient volumes may exacerbate nurse workloads and compromise care quality. Policymakers should closely evaluate the outcomes of staffing policies and ensure adequate incentives for nurse recruitment.",0,,0.583,Include,Include,Matches 7 inclusion term(s).
41745865,10.3390/nursrep16020040,Missed Nursing Care Among Hospital Nurses in the Middle East: A Systematic Literature Review.,2026.0,"Abdullah BB, Abu-Moghli FA.",,"<b>Background/Objectives</b>: Missed Nursing Care is a global concern that affects nurses' well-being and patients' safety. Despite global recognition of Missed Nursing Care, there is limited synthesized evidence that determines its characteristics in a Middle Eastern context. The purpose of the study is to synthesize the existing evidence about the prevalence of Missed Nursing Care among nurses in hospitals, the types of care missed, and reasons for Missed Nursing Care in the Middle East. <b>Methods</b>: A systematic literature review is conducted by using a comprehensive search in CINAHL, Scopus, and ScienceDirect databases for studies published between 2020 and 2025 and utilizing the MISSCARE Survey. <b>Results</b>: 25 studies met the inclusion criteria. The reported prevalence of Missed Nursing Care ranged between 1.06 and 2.9 out of five, indicating a low to moderate level. Frequent missed care activities included ambulation, hygiene, mouth care, and patient teaching. Contributing factors were staffing shortages, heavy workload, resource limitations, and communication issues. Missed Nursing Care critically affected patients' outcomes, reduced job satisfaction, and caused moral distress and a higher intent to leave the profession. <b>Conclusions</b>: Missed Nursing Care remains a significant, complex challenge in the Middle East. Therefore, understanding this phenomenon in the region is needed. Collaborative efforts among policymakers, administrators, and nursing leaders are essential to implement targeted interventions, supportive policies, and ongoing research to minimize Missed Nursing Care across the Middle East.",0,,0.583,Include,Include,Matches 7 inclusion term(s).
41517065,10.3390/healthcare14010134,A Six-Month Observational Study of Nursing Workload in 14 Latvian Intensive Care Units Using the Nursing Activities Score.,2026.0,"Cerela-Boltunova O, Millere I.",,"<b>Objectives:</b> Intensive care units (ICUs) are characterised by high care complexity and nursing workload, which directly affects patient safety and staff sustainability. Latvia faces a chronic shortage of nurses, particularly in intensive care, yet systematic national data on nursing workload have been lacking. This study aimed to quantitatively assess nursing workload in Latvian ICUs using the Nursing Activities Score (NAS) and to evaluate its relationship with staffing adequacy. <b>Methods:</b> A prospective, multicentre observational study was conducted over six months (May-November 2025) in 14 Latvian ICUs representing all three levels of intensive care. Nursing workload was measured using the NAS during each 12 h shift. A total of 28,079 complete NAS observations were analysed using descriptive statistics, inferential tests (<i>t</i>-tests, ANOVA), mixed-effects modelling, regression analysis, and time-series forecasting. <b>Results:</b> The mean NAS was 65.45 (SD = 25.76), equivalent to an average of 15.71 nursing care hours per patient per day. Workload remained similarly high during day and night shifts. Significant differences were observed between ICUs and care levels, with level 2 units showing the highest workload. The average nursing shortage rate was 42.6% and was strongly predicted by NAS values (R<sup>2</sup> = 0.115), whereas shift type and unit level had minimal explanatory power. <b>Conclusions:</b> ICU nursing workload in Latvia is persistently high and unevenly distributed across units. Staffing levels are not adequately adjusted to actual care demands. Integrating NAS-based workload monitoring into staffing models is essential for evidence-based workforce planning, improving patient safety, and reducing nurse overburdening.",0,,0.5,Include,Include,Matches 6 inclusion term(s).
41657852,10.1155/jonm/1847111,"The Impact of Magnet Recognition on Nurse Managers' Assessments of Work Environment, Quality, and Safety: A Cross-Sectional Study.",2026.0,"Yu H, Keele LJ, Brom H, Pittman H, Varghese R, McHugh MD, Aiken LH.",,"<h4>Background</h4>Nurse managers are central to hospital operations, yet little is known about how organizational factors, such as Magnet Recognition by the American Nurses Credentialing Center (ANCC), shape their assessments of the work environment, care quality, and safety. This study examined whether Magnet status is associated with nurse managers' assessments of these domains.<h4>Methods</h4>This cross-sectional study used data from the 2024 Penn Nurses4All Survey, the 2023 American Hospital Association Annual Survey, and the ANCC's list of Magnet-recognized organizations. The sample included 1362 nurse managers from 771 hospitals across 10 U.S. states (450 in 186 Magnet hospitals and 912 in 585 non-Magnet hospitals). Outcomes included managers' assessments of the work environment, nursing care quality, patient safety, and hospital recommendation. Approximate balancing weights were applied to adjust for hospital- and manager-level covariates, and weighted linear probability models estimated average treatment effects.<h4>Results</h4>Magnet managers were more likely to hold graduate degrees and to work in large, teaching, and not-for-profit hospitals. Compared with non-Magnet managers, they were 9 percentage points more likely to rate the work environment as excellent or good (<i>b</i> = 0.09, 95% CI: 0.04-0.16) and to ""definitely"" recommend their hospital as a workplace (<i>b</i> = 0.09, 95% CI: 0.02-0.16); 7 percentage points more likely to rate nursing care quality as excellent or good (<i>b</i> = 0.07, 95% CI: 0.04-0.14); 12 percentage points more likely to assign an excellent or good patient safety grade (<i>b</i> = 0.12, 95% CI: 0.06-0.19); and 16 percentage points more likely to recommend their hospital to family and friends (<i>b</i> = 0.16, 95% CI: 0.08-0.24).<h4>Conclusion</h4>Magnet status was associated with more favorable assessments of the work environment, quality, and safety among nurse managers. These findings suggest that Magnet structures may strengthen organizational environment and culture across multiple levels of the nursing workforce.",0,,0.5,Include,Include,Matches 6 inclusion term(s).
41498489,10.1002/nur.70052,"Pathway to Excellence Designation, Nurse Work Environment, and Hospital Quality and Safety: A Multi-State Hospital Study.",2026.0,"Yu H, Brooks Carthon JM, Aiken LH, McEwan KK, McHugh MD.",,"The Pathway to Excellence (Pathway) program administered by the American Nurses Credentialing Center, recognizes organizations that foster positive nursing practice environments. However, evidence linking Pathway designation to nurse-reported outcomes remains limited. This cross-sectional study integrated data from the Penn 2024 Nurses4All Study and the American Hospital Association Annual Survey. The sample included 16,979 direct care nurses from 1672 hospitals in 10 US states (866 nurses in 63 Pathway hospitals and 16,113 nurses in 1609 non-Pathway, non-Magnet hospitals). The independent variable was Pathway status. Outcomes included nurse-reported work environment, care quality, patient safety, and hospital recommendations. Multilevel linear and logistic regression models estimated associations. Pathway hospitals showed more favorable work environments (γ, the fixed-effect coefficient from multilevel linear models = 0.08, 95% confidence interval [CI] = 0.01-0.16), driven by responsive administration (γ = 0.15, 95% CI = 0.05-0.24) and a clear philosophy of nursing (γ = 0.11, 95% CI = 0.01-0.20). Pathway hospitals also demonstrated a more favorable patient safety climate (γ = 0.51, 95% CI = 0.02-0.99), including more positive perceptions of a non-punitive response to mistakes (γ = 0.12, 95% CI: 0.02-0.23), discussions about error prevention (γ = 0.12, 95% CI: 0.03-0.21), and leadership prioritization of safety (γ = 0.14, 95% CI: 0.02-0.26). Nurses in Pathway hospitals had higher odds of rating the overall work environment as excellent/good (adjusted odds ratio [aOR] = 1.32, 95% CI: 1.06-1.63), quality of nursing care as excellent/good (aOR = 1.35, 95% CI: 1.06-1.71), and of ""definitely"" recommending their hospital (aOR = 1.32, 95% CI: 1.03-1.69). These results underscore the central role of positive practice environments in delivering high-quality, safer patient care.",3,,0.5,Include,Include,Matches 6 inclusion term(s).
41823489,10.1051/ject/2025040,A bedside staffing model with perfusionists for pediatric extracorporeal membrane oxygenation (ECMO) at a high-volume center★.,2026.0,"Nemeh C, Cain-Trivette C, Schmoke N, Varner C, Brewer M, Clark E, Ream H, Vargas Chaves D, Choudhury T, Stylianos S, Middlesworth W, Cheung EW.",,"<h4>Background</h4>Extracorporeal membrane oxygenation (ECMO) in pediatric patients requires monitoring by specialists to optimize outcomes. Practice variability exists among pediatric ECMO centers across the country. We present a bedside pediatric ECMO staffing model with perfusionists that combines personnel expertise and technology.<h4>Methods</h4>At our institution, ECMO care is provided in three intensive care units across one floor. Our primary bedside ECMO provider consists of pediatric perfusionists who provide 24/7 coverage of ECMO patients via remote monitoring and hourly bedside rounding. Neonatal and pediatric ECMO patients are supported using the Cardiohelp System<sup>TM</sup>, which uses Spectrum Medical Quantum Elite Workstation and Variable Input Patient Electronic Records (VIPER) software that remotely delivers ECMO circuit parameters and alarms digitally to a monitor in a workroom and mobile devices. ECMO education and skills are reinforced via dedicated didactic and simulation sessions by an ECMO program coordinator. We compared institutional complication rates to other centers tracked by ELSO.<h4>Results</h4>From 2017 to 2023, 289 cannulations were performed, consisting of a total of 62,742 cumulative ECMO hours, of which 92% of that time there were simultaneous ECMO patients. This rounding model has institutional mortality and complication rates that are comparable to ELSO rates.<h4>Conclusion</h4>We describe a bedside ECMO staffing model with perfusionists, in contrast to ECMO specialists seen at other institutions. The complication and mortality rates are comparable to ELSO rates, suggesting the safety of this model. Further exploration regarding resource utilization and costs is warranted.",0,,0.5,Include,Include,Matches 6 inclusion term(s).
41936116,10.1002/nop2.70523,"The Effect of Nursing Practice Environment, Individual and Occupational Characteristics on Nurses' Attitudes Towards Medical Error: A Cross-Sectional Study.",2026.0,"Polat Ş, Göktepe N, Yalçin B, Türkmen E.",,"<h4>Aim</h4>This study was conducted to examine the effect of nursing practice environment individual and occupational characteristics on nurses' attitudes towards medical error.<h4>Design</h4>Cross-sectional study.<h4>Methods</h4>The questionnaire was used for data collection in a tertiary university hospital from 4 March to 30 April 2022. The questionnaire included the ""Information Form"", the ""Practice Environment Scale-Nursing Work Index (PES-NWI)"" and the ""Medical Error Attitude Scale"". The population of this study included 1329 nurses. A total of 355 nurses who voluntarily completed the questionnaires constituted the study sample. Convenience sampling was used to select participants. Since the study was conducted at a single hospital, the survey was emailed to all nurses at the institution to ensure broad accessibility. Pearson correlation analysis was used to assess the relationships between continuous variables. Multiple linear regression analysis was employed to examine factors influencing the scores on the Medical Error Attitude Scale. Ethical approval was obtained from the institutional ethics committee, and informed consent was obtained from all participants. The findings were reported following the STROBE guidelines.<h4>Results</h4>The mean score of the PES-NWI was 2.60 ± 0.45 and the mean score of the Medical Error Attitude Scale was (3.50 ± 0.39). Regression analysis was performed to identify factors influencing nurses' attitudes towards medical errors. According to the results of the multiple regression analysis, age (p < 0.001), duration of experience in the institution (p < 0.001), educational status (p < 0.001), general satisfaction with patient safety in the unit (p < 0.05) and two subdimensions of the PES-NWI-""Nurse manager ability, leadership and support of nurses"" (p < 0.05) and ""Staffing and resource adequacy"" (p < 0.05)-were significant predictors. These six variables collectively explained 12.8% of the total variance in the Medical Error Attitude Scale score (R<sup>2</sup> = 12.8%, F = 7.454, p < 0.001).<h4>Conclusions</h4>The study concluded that both the nursing practice environment and certain individual and occupational characteristics of nurses impact their attitudes towards medical errors. In line with this study's results, we recommend that institutional managers and nurse managers make necessary arrangements to improve nurses' attitudes towards medical errors, as well as to develop institutional strategies designed to prevent medical errors in their units/institutions, thereby improving patient safety and quality of care.<h4>No patient or public contribution</h4>The participants of this study were nurses and this contribution has been explained in the data collection section. There was no patient contribution in this study.",0,,0.5,Include,Include,Matches 6 inclusion term(s).
40480798,10.1136/leader-2024-001187,Association between incident occurrence and bed configuration: a retrospective observational study in a Japanese academic hospital during the COVID-19 pandemic.,2026.0,"Moriwaki M, Toba M, Takahashi C, Tanaka M, Kakehashi M, Obayashi S, Wakabayashi K, Kudo A, Fushimi K.",,"<h4>Objectives</h4>This study examines the relationship between the diversification and complexity of ward operations (DCWO) during the COVID-19 pandemic and incident occurrence. Our hospital faced significant changes in ward management during the pandemic. Typically, each ward accommodates two to four clinical departments, with department assignments remaining relatively fixed. However, to free up beds for patients with COVID-19, the number of general wards was reduced, forcing a more fluid allocation of patients across various departments. This shift resulted in a more complex and diverse departmental mix within each ward, complicating ward operations.<h4>Methods</h4>This study retrospectively examined patients admitted to a university hospital in Japan from 1 April 2020 to 31 March 2022. We analysed incident occurrences by ward (including all inpatients within the target ward) and assessed the relationship between nurse-related incidents and DCWO.<h4>Results</h4>We selected records for 7030 ward days from 21 559 patients admitted (10 336 in 2020 and 11 233 in 2021). No significant difference in average age was observed between fiscal year (FY) 2020 and FY 2021 (62.5±16.6 years vs 62.3±16.8 years, respectively; p=0.69). However, the average length of stay differed (13.6±23.9 days vs 12.9±17.5 days, respectively; p<0.01). Logistic regression analysis revealed an OR for DCWO of 1.008 (95% CI 1.002 to 1.015; p=0.007), indicating that an increase in DCWO was associated with the occurrence of mild incidents (where treatment was not necessary). Multiple regression analyses also revealed the association between DCWO and drug-related incidents (p=0.011) and mild incidents (treatment was not necessary; p=0.010).<h4>Conclusions</h4>Changes in departmental configurations during the COVID-19 pandemic influenced patients' conditions and the frequency of mild incidents, highlighting the importance of patient safety considerations in hospital ward operations.",0,,0.5,Include,Include,Matches 6 inclusion term(s).
40300799,10.1136/bmjqs-2024-018138,Cost-effectiveness of eliminating hospital understaffing by nursing staff: a retrospective longitudinal study and economic evaluation.,2025.0,"Saville C, Jones J, Meredith P, Dall'Ora C, Griffiths P.",,"<h4>Background</h4>Understaffing by nursing staff in hospitals is linked to patients coming to harm and dying unnecessarily. There is a vicious cycle whereby poor work conditions, including understaffing, can lead to nursing vacancies, which in turn leads to further understaffing. Is hospital investment in nursing staff, to eliminate understaffing on wards, cost-effective?<h4>Methods</h4>This longitudinal observational study analysed data on 185 adult acute units in four hospital Trusts in England over a 5-year period. We modelled the association between a patient's exposure to ward nurse understaffing (days where staffing was below the ward mean) over the first 5 days of stay and risk of death, risk of readmission and length of stay, using survival analysis and linear mixed models. We estimated the incremental cost-effectiveness of eliminating understaffing by registered nurses (RN) and nursing support (NS) staff, estimating net costs per quality-adjusted life year (QALY). We took a hospital cost perspective.<h4>Findings</h4>Exposure to RN understaffing is associated with increased hazard of death (adjusted HR (aHR) 1.079, 95% CI 1.070 to 1.089), increased chance of readmission (aHR 1.010, 95% CI 1.005 to 1.016) and increased length of stay (ratio 1.687, 95% CI 1.666 to 1.707), while exposure to NS understaffing is associated with smaller increases in hazard of death (aHR 1.072, 95% CI 1.062 to 1.081) and length of stay (ratio 1.608, 95% CI 1.589 to 1.627) but reduced readmissions (aHR 0.994, 95% CI 0.988 to 0.999). Eliminating both RN and NS understaffing is estimated to cost £2778 per QALY (staff costs only), £2685 (including benefits of reduced staff sickness and readmissions) or save £4728 (including benefits of reduced lengths of stay). Using agency staff to eliminate understaffing is less cost-effective and would save fewer lives than using permanent members of staff. Targeting specific patient groups with improved staffing would save fewer lives and, in the scenarios tested, cost more per QALY than eliminating all understaffing.<h4>Interpretation</h4>Rectifying understaffing on inpatient wards is crucial to reduce length of stay, readmissions and deaths. According to the National Institute for Health and Care Excellence £10 000 per QALY threshold, it is cost-effective to eliminate understaffing by nursing staff. This research points towards investing in RNs over NS staff and permanent over temporary workers. Targeting particular patient groups would benefit fewer patients and is less cost-effective.",1,,0.5,Include,Include,Matches 6 inclusion term(s).
