pair_id,case_id,slug,match_rule,title_similarity,token_jaccard,left_row_number,right_row_number,left_title,right_title,left_doi,right_doi,left_year,right_year,left_source,right_source,human_same_report,human_same_study,reviewer_id,review_notes
f12b835aefc1c27e4644,11,class_size_achievement,exact_normalized_title,1.0,1.0,1303,2358,Factors contributing to the students’ poor performance in biology subject: A case study of ordinary level in rural secondary schools of Rwamagana district,Factors contributing to the students' poor performance in biology subject: A case study of ordinary level in rural secondary schools of Rwamagana district,https://doi.org/10.30574/gscbps.2021.15.3.0163,https://doi.org/10.5281/zenodo.5060811,2021.0,2021.0,OpenAlex,OpenAlex,,,,
f2ea365b3bb4c6ccdf91,15,indoor_air_pollution_health,exact_normalized_title,1.0,1.0,1780,3085,"Incidence, risk factors and consequences of preterm birth – findings from a multi-centric observational study for 14 months in Nepal","Incidence, risk factors and consequences of preterm birth – findings from a multi-centric observational study for 14 months in Nepal",https://doi.org/10.1186/s13690-020-00446-7,https://doi.org/10.21203/rs.2.22050/v3,2020.0,2020.0,OpenAlex,OpenAlex,,,,
ac6d4b337665b09f6525,8,gender_pay_gap,exact_normalized_title,1.0,1.0,3106,6646,Wages and the Value of Nonemployment*,Wages and the Value of Nonemployment,https://doi.org/10.1093/qje/qjaa016,https://doi.org/10.3386/w25230,2020.0,2018.0,OpenAlex,OpenAlex,,,,
bf34c227af6ea9a52897,2,mindfulness_anxiety,exact_normalized_title,1.0,1.0,842,1309,Psychotherapies and psychological support for individuals facing psychological distress during the COVID-19 pandemic: A scoping review.,Psychotherapies and Psychological Support for Individuals Facing Psychological Distress during the COVID-19 Pandemic: A Scoping Review,10.1371/journal.pone.0318192,10.1101/2023.09.04.23295013,2025,2023,EuropePMC,EuropePMC,,,,
a65ae0aeeab13308cf67,11,class_size_achievement,exact_normalized_title,1.0,1.0,3350,3618,What We Learn about Girls' Education from Interventions that Do Not Focus on Girls,What We Learn about Girls’ Education from Interventions That Do Not Focus on Girls,https://doi.org/10.1596/1813-9450-8944,https://doi.org/10.1093/wber/lhab007,2019.0,2021.0,OpenAlex,OpenAlex,,,,
4c8dba8dc77cd2562534,14,reforestation_carbon,exact_normalized_title,1.0,1.0,10,1017,Potential for carbon sequestration in European soils: preliminary estimates for five scenarios using results from long‐term experiments,Potential for Carbon Sequestration in European Soils: Preliminary Estimates for Five Scenarios Using Results from Long-Term Experiments,https://doi.org/10.1046/j.1365-2486.1997.00055.x,https://doi.org/10.3334/cdiac/tcm.004,1997,2003,OpenAlex,OpenAlex,,,,
9a3d192e44e86e3f3a55,16,microplastics_freshwater,exact_normalized_title,1.0,1.0,903,956,"Microplastic pollution differences in freshwater river according to stream order: Insights from spatial distribution, annual load, and ecological assessment","Microplastic pollution differences in freshwater river according to stream order: Insights from spatial distribution, annual load, and ecological assessment.",,10.1016/j.jenvman.2024.121836,2024,2024,EuropePMC,EuropePMC,,,,
03218ae9f04919901cd5,3,glp1_cardiovascular,exact_normalized_title,1.0,1.0,1339,3873,CONSORT 2010 Explanation and Elaboration: updated guidelines for reporting parallel group randomised trials,CONSORT 2010 Explanation and Elaboration: updated guidelines for reporting parallel group randomised trials,https://doi.org/10.1136/bmj.c869,https://doi.org/10.1016/j.jclinepi.2010.03.004,2010,2010,OpenAlex,OpenAlex,,,,
d62e40ab77a3297d3294,9,intelligent_tutoring_scores,exact_normalized_title,1.0,1.0,207,2421,Effects of COVID-19-Related School Closures on Student Achievement-A Systematic Review,Effects of COVID-19-Related School Closures on Student Achievement—A Systematic Review,https://doi.org/10.3389/fpsyg.2021.746289,https://doi.org/10.31234/osf.io/mcnvk,2021.0,2021.0,OpenAlex,OpenAlex,,,,
af9c50bc56e7985fd7dd,11,class_size_achievement,exact_normalized_title,1.0,1.0,17,3400,"School Governance, Teacher Incentives, and Pupil-Teacher Ratios: Experimental Evidence from Kenyan Primary Schools","School governance, teacher incentives, and pupil–teacher ratios: Experimental evidence from Kenyan primary schools",https://doi.org/10.3386/w17939,https://doi.org/10.7910/dvn/9534ya,2012.0,2015.0,OpenAlex,OpenAlex,,,,
258cbedbc91b178c7acd,14,reforestation_carbon,exact_normalized_title,1.0,1.0,2768,3143,"Potential of biological invasion for carbon sequestration in a protected area: the case of the Limbe Botanic Garden (LBG) forest, Cameroon","Potential of biological invasion for carbon sequestration in a protected area : the case of the Limbe Botanic Garden (LBG) forest, Cameroon",https://doi.org/10.15406/mojes.2023.08.00271,https://doi.org/10.21203/rs.3.rs-2704718/v1,2023,2023,OpenAlex,OpenAlex,,,,
02b9ac85f50f320988c1,16,microplastics_freshwater,exact_normalized_title,1.0,1.0,6391,6417,Environmental Impacts of Personal Protective Clothing Used to Combat COVID- 19.,Environmental Impacts of Personal Protective Clothing Used to Combat COVID-19,10.1002/adsu.202100176,,2022,2021,EuropePMC,EuropePMC,,,,
06b408fad3e52d46283a,16,microplastics_freshwater,exact_normalized_title,1.0,1.0,1047,1351,Modeling microplastic dynamics in riverine systems: fate and transport analysis.,Modeling microplastic dynamics in riverine systems: fate and transport analysis,10.1007/s11356-025-36875-6,,2025,2025,EuropePMC,EuropePMC,,,,
c604d47469a41adcaeab,8,gender_pay_gap,exact_normalized_title,1.0,1.0,1693,3176,When Work Disappears: Manufacturing Decline and the Falling Marriage Market Value of Young Men,When Work Disappears: Manufacturing Decline and the Falling Marriage-Market Value of Young Men,https://doi.org/10.1257/aeri.20180010,https://doi.org/10.3386/w23173,2019.0,2017.0,OpenAlex,OpenAlex,,,,
24aaec2a6b3a418a0959,16,microplastics_freshwater,exact_normalized_title,1.0,1.0,2373,3170,From mudflats and saltpans to Open Sea: Plastic ingestion and PBDE/MeO-BDE accumulation in Waterbirds from southern Portugal,From mudflats and saltpans to Open Sea: Plastic ingestion and PBDE/MeO-BDE accumulation in Waterbirds from southern Portugal.,,10.1016/j.marpolbul.2025.117727,2025,2025,EuropePMC,EuropePMC,,,,
65fae6be2bafb21e67cb,5,cash_transfers_education,exact_normalized_title,1.0,1.0,3,34,The short‐term impacts of a schooling conditional cash transfer program on the sexual behavior of young women,The Short-term Impacts of a Schooling Conditional Cash Transfer Program on the Sexual Behavior of Young Women,https://doi.org/10.1002/hec.1569,https://doi.org/10.1037/e597352012-001,2009.0,2009.0,OpenAlex,OpenAlex,,,,
5362a824ffa0107cba0c,7,restorative_justice_recidivism,exact_normalized_title,1.0,1.0,106,138,Restorative justice and psychopathic traits : the perspective of Belgian practitioners,RESTORATIVE JUSTICE AND PSYCHOPATHIC TRAITS: THE PERSPECTIVE OF BELGIAN PRACTITIONERS,,10.2218/ccj.v3.7050,2022.0,2022.0,CORE,CORE,,,,
2882900fa3c878264a6d,16,microplastics_freshwater,exact_normalized_title,1.0,1.0,750,1159,"Microplastic polymer accumulation, distribution, and toxicity in sediment of a freshwater tidal marsh, USA","Microplastic polymer accumulation, distribution, and toxicity in sediment of a freshwater tidal marsh, USA.",,10.1016/j.marpolbul.2025.118566,2025,2025,EuropePMC,EuropePMC,,,,
f23f0dd44d21a7fe5c69,16,microplastics_freshwater,exact_normalized_title,1.0,1.0,1859,1980,Unraveling microplastic pollution patterns in sediments of a river system: The combined impacts of seasonal changes and waterway differences,Unraveling microplastic pollution patterns in sediments of a river system: The combined impacts of seasonal changes and waterway differences.,,10.1016/j.jenvman.2024.123348,2024,2024,EuropePMC,EuropePMC,,,,
27fc9b7c48eee61e6014,16,microplastics_freshwater,exact_normalized_title,1.0,1.0,1531,1612,A green approach: Utilizing untreated pine pollen grains as a natural biosorbent for microplastic removal from water systems,A green approach: Utilizing untreated pine pollen grains as a natural biosorbent for microplastic removal from water systems.,,10.1016/j.jconhyd.2025.104675,2025,2025,EuropePMC,EuropePMC,,,,
51859bbd320ec5085c65,4,ai_radiology_diagnosis,exact_normalized_title,1.0,1.0,66,1551,Medical image segmentation using deep learning: A survey,Medical Image Segmentation Using Deep Learning: A Survey.,https://doi.org/10.1049/ipr2.12419,,2022.0,2020.0,OpenAlex,OpenAlex,,,,
d7a8dbe223b24f5a6844,16,microplastics_freshwater,exact_normalized_title,1.0,1.0,1046,1150,"Complete genome sequences of nine isolates from microplastics in the Bow River, Calgary, Canada.","Complete genome sequences of nine isolates from microplastics in the Bow River, Calgary, Canada",10.1128/mra.01085-24,10.1101/2024.10.19.619244,2025,2024,EuropePMC,EuropePMC,,,,
213eca35edaf0332db3a,18,federated_learning_privacy,exact_normalized_title,1.0,1.0,438,2946,FedPrompt: Communication-Efficient and Privacy-Preserving Prompt Tuning in Federated Learning,FedPrompt: Communication-Efficient and Privacy Preserving Prompt Tuning in Federated Learning,https://doi.org/10.1109/icassp49357.2023.10095356,https://doi.org/10.48550/arxiv.2208.12268,2023,2022,OpenAlex,OpenAlex,,,,
71d9f4c9cc3a68947cd2,9,intelligent_tutoring_scores,exact_normalized_title,1.0,1.0,1676,2712,Who Becomes an Inventor in America? The Importance of Exposure to Innovation*,Who Becomes an Inventor in America? The Importance of Exposure to Innovation,https://doi.org/10.1093/qje/qjy028,https://doi.org/10.3386/w24062,2018.0,2017.0,OpenAlex,OpenAlex,,,,
8edc5f2090cbfb8ff109,15,indoor_air_pollution_health,exact_normalized_title,1.0,1.0,2941,5831,Long-term exposure to fine particulate matter and development of chronic obstructive pulmonary disease in the elderly,Long term exposure to fine particulate matter and development of chronic obstructive pulmonary disease in the elderly,https://doi.org/10.1016/j.envint.2020.105895,https://doi.org/10.1289/isee.2020.virtual.p-1205,2020.0,2020.0,OpenAlex,OpenAlex,,,,
bbbd5f0aab9839c2fe60,12,llm_higher_education,exact_normalized_title,1.0,1.0,1445,2589,"Leadership is needed for ethical ChatGPT: Character, assessment, and learning using artificial intelligence (AI)","Leadership is needed for ethical ChatGPT:Character, assessment, and learning using artificial intelligence (AI)",,10.53761/1.20.3.02,2023.0,2023.0,CORE,CORE,,,,
51748f894b396693d0fe,15,indoor_air_pollution_health,exact_normalized_title,1.0,1.0,3774,5565,"The Burden of Chronic Obstructive Pulmonary Disease and Its Attributable Risk Factors in the Sub-Saharan Africa, 1990-2021: A Systematic Analysis for the Global Burden of Disease Study 2021","The burden of chronic obstructive pulmonary disease and its attributable risk factors in the Sub-Saharan Africa, 1990-2021: A systematic analysis for the Global Burden of disease study 2021.",https://doi.org/10.63620/mkjidvr.2026.1047,https://doi.org/10.22541/au.175044313.36579541/v1,2026.0,2025.0,OpenAlex,OpenAlex,,,,
f652f68f3175d487e1dc,8,gender_pay_gap,exact_normalized_title,1.0,1.0,4632,6676,Carefree? : Participation and Pay Differentials for Informal Carers in Britain,Carefree? Participation and Pay Differentials for Informal Carers in Britain,,,2004.0,,OpenAlex,OpenAlex,,,,
60f35627b394c3709b05,5,cash_transfers_education,exact_normalized_title,1.0,1.0,553,1723,Implementation of 4PS Conditional Cash Transfer and Students’ School Attendance in Don Vicente Romualdez National High School,Implementation of 4PS Conditional Cash Transfer and Studentsâ€™ School Attendance in Don Vicente Romualdez National High School,https://doi.org/10.47772/ijriss.2021.51250,,2021.0,,OpenAlex,OpenAlex,,,,
bb5d51f7be20f63c3fdc,12,llm_higher_education,exact_normalized_title,1.0,1.0,1659,1976,"Development of the ChatGPT, Generative Artificial Intelligence and Natural Large Language Models for Accountable Reporting and Use (CANGARU) Guidelines","Development of the ChatGPT, Generative Artificial Intelligence and Natural Large Language Models for Accountable Reporting and Use (CANGARU) Guidelines",10.48550/arxiv.2307.08974,,2023.0,2023.0,CORE,CORE,,,,
aef62c9a46d84e76a36d,12,llm_higher_education,exact_normalized_title,1.0,1.0,4627,4671,Using GPT-4 to guide causal machine learning,Using GPT-4 to guide causal machine learning.,,,2024.0,2024.0,CORE,CORE,,,,
090308732b958f47a474,2,mindfulness_anxiety,exact_normalized_title,1.0,1.0,1856,1960,The effectiveness of Nature-Based Therapy for community psychological distress and well-being during COVID-19: a multi-site trial,The effectiveness of nature-based therapy for community psychological distress and well-being during COVID-19: a multi-site trial.,10.21203/rs.3.rs-3191267/v1,10.1038/s41598-023-49702-0,2023,2023,EuropePMC,EuropePMC,,,,
3140083fd95155a9527e,7,restorative_justice_recidivism,exact_normalized_title,1.0,1.0,125,2346,"Effectiveness, Efficiency and Impact in Restorative Justice: Navigating the Subjective and Objective to Evidence Success","Effectiveness, efficiency, and impact in restorative justice: Navigating the subjective and objective to evidence success",10.1163/25890905-bja010003.,,2025.0,2025.0,CORE,CORE,,,,
85fb8faa92d8b1a1a6af,8,gender_pay_gap,exact_normalized_title,1.0,1.0,1304,3890,Modeling returns to education and labour market outcomes of doctoral degree holders in Bulgaria,Моделиране На Възвращаемостта От Образование И Реализация На Притежателите На Докторски Степени На Пазара На Труда В България [Modeling returns to education and labour market outcomes of doctoral degree holders in Bulgaria],,,,2013.0,OpenAlex,OpenAlex,,,,
6b337d8ff544991be706,16,microplastics_freshwater,exact_normalized_title,1.0,1.0,1314,1524,"Microplastic contamination alters microbial community in commercially important bivalves, Geloina expansa, Anadara cornea, and Meretrix meretrix from tropical waters","Microplastic contamination alters microbial community in commercially important bivalves, Geloina expansa, Anadara cornea, and Meretrix meretrix from tropical waters.",,10.1016/j.marpolbul.2025.117931,2025,2025,EuropePMC,EuropePMC,,,,
6f41623e2254c9cbb250,16,microplastics_freshwater,exact_normalized_title,1.0,1.0,995,3462,"Abundance and characteristics of microplastics in major urban lakes of Dhaka, Bangladesh.","Abundance and characteristics of microplastics in major urban lakes of Dhaka, Bangladesh",10.1016/j.heliyon.2023.e14587,,2023,2023,EuropePMC,EuropePMC,,,,
38f478c4b88d3499e630,5,cash_transfers_education,exact_normalized_title,1.0,1.0,90,3138,The Impact of Bolsa Família on Women’s Decision-Making Power,The Impact of Bolsa Família on Women?s Decision-Making Power,https://doi.org/10.1016/j.worlddev.2013.02.003,,2013.0,2013.0,OpenAlex,OpenAlex,,,,
66ca58b524cc040e10fb,16,microplastics_freshwater,exact_normalized_title,1.0,1.0,6585,6611,"First report on the toxicity of SARS-CoV-2, alone and in combination with polyethylene microplastics in neotropical fish.","First Report on the Toxicity of SARS-CoV-2, Alone and in Combination with Polyethylene Microplastics in Neotropical Fish",10.1016/j.scitotenv.2023.163617,10.2139/ssrn.4354961,2023,2023,EuropePMC,EuropePMC,,,,
9d572b43720376ae9553,7,restorative_justice_recidivism,exact_normalized_title,1.0,1.0,252,2689,Conferencing and restorative justice ::international practices and perspectives /,Conferencing and restorative justice: international practices and perspectives,,,2013.0,2012.0,CORE,CORE,,,,
c1301ad050f27a950862,4,ai_radiology_diagnosis,exact_normalized_title,1.0,1.0,8409,8958,PhaseGAN: a deep-learning phase-retrieval approach for unpaired datasets,PhaseGAN a deep learning phase retrieval approach for unpaired datasets,https://doi.org/10.1364/oe.423222,,2021.0,2021.0,OpenAlex,OpenAlex,,,,
88a7fb92dcbb76e49818,16,microplastics_freshwater,exact_normalized_title,1.0,1.0,910,1169,"Characterization, surface deformation analysis and sources of small plastic fragments collected in diverse environments of Egypt.","Characterization, surface deformation analysis and sources of small plastic fragments collected in diverse environments of Egypt",10.1016/j.marpolbul.2024.117222,,2024,2024,EuropePMC,EuropePMC,,,,
3c618ce6aff83e4a335f,16,microplastics_freshwater,exact_normalized_title,1.0,1.0,503,1103,Analysis of microplastic flux from the Gediz River to the Aegean Sea: A modeling study for environmental management.,Analysis of microplastic flux from the Gediz River to the Aegean Sea: A modeling study for environmental management,10.1016/j.jenvman.2025.126412,,2025,2025,EuropePMC,EuropePMC,,,,
3a48a1304479c1bb003a,8,gender_pay_gap,exact_normalized_title,1.0,1.0,1202,1534,DOUBLE ROLES OF MARRIED WORKING WOMEN IN INDONESIA: FOR BETTER OR FOR WORSE?,Double Roles of Married Working Women in Indonesia: For Better or For Worse,https://doi.org/10.55168/ssr2809-6029.2021.102,https://doi.org/10.55168/ssr2809-6029.2021.10002,2021.0,2021.0,OpenAlex,OpenAlex,,,,
7384f0e49672319bca26,5,cash_transfers_education,exact_normalized_title,1.0,1.0,23,403,Turning a Shove into a Nudge? A “Labeled Cash Transfer” for Education,Turning a Shove into a Nudge?: A 'Labeled Cash Transfer' for Education,https://doi.org/10.1257/pol.20130225,https://doi.org/10.1596/23938,2015.0,2015.0,OpenAlex,OpenAlex,,,,
53e623bda87faf825e47,12,llm_higher_education,exact_normalized_title,1.0,1.0,1057,1084,Generative AI and higher education:a review of claims from the first months of ChatGPT,Generative AI and higher education: a review of claims from the first months of ChatGPT,10.1007/s10734-024-01265-3,,2025.0,2025.0,CORE,CORE,,,,
e3df75dd247f7bffeaec,11,class_size_achievement,exact_normalized_title,1.0,1.0,2170,3657,Financial Incentives and Student Achievement: Evidence from Randomized Trials *,Financial Incentives and Student Achievement: Evidence from Randomized Trials,https://doi.org/10.1093/qje/qjr045,https://doi.org/10.3386/w15898,2011.0,2010.0,OpenAlex,OpenAlex,,,,
b8767f10c65277ac9e0b,11,class_size_achievement,exact_normalized_title,1.0,1.0,448,1271,"Inputs, Incentives, and Complementarities in Education: Experimental Evidence from Tanzania*","Inputs, Incentives, and Complementarities in Education: Experimental Evidence from Tanzania",https://doi.org/10.1093/qje/qjz010,https://doi.org/10.3386/w24876,2019.0,2018.0,OpenAlex,OpenAlex,,,,
9132d8b0e7bebd6e9430,16,microplastics_freshwater,exact_normalized_title,1.0,1.0,627,684,Occurrence and distribution of microplastics in freshwater aquaculture area with different culture modes in Yangtze River Delta of China,Occurrence and distribution of microplastics in freshwater aquaculture area with different culture modes in Yangtze River Delta of China.,,10.1016/j.marpolbul.2024.117135,2024,2024,EuropePMC,EuropePMC,,,,
9f5876414eed1460fe24,12,llm_higher_education,exact_normalized_title,1.0,1.0,2701,3510,Marketing education in the age of generative AI: Preparing graduates for human–AI collaboration,Marketing Education in the Age of Generative AI:Preparing Graduates for Human–AI Collaboration,,,2026.0,2026.0,CORE,CORE,,,,
d4d03a5b4106c7467aac,8,gender_pay_gap,exact_normalized_title,1.0,1.0,1333,1983,More Unequal We Stand? Inequality Dynamics in the United States 1967–2021,"More Unequal We Stand? Inequality Dynamics in the United States, 1967–2021",https://doi.org/10.3386/w31486,https://doi.org/10.21034/sr.648,2023.0,2023.0,OpenAlex,OpenAlex,,,,
ba94cc0f06e2e3f869b5,7,restorative_justice_recidivism,exact_normalized_title,1.0,1.0,483,487,"Restorative justice: ideas, values, debates","Restorative justice ::ideas, values, debates /",,10.4324/9780203804841,2011.0,2020.0,CORE,CORE,,,,
b00dbf7b5e13cf7908bf,5,cash_transfers_education,exact_normalized_title,1.0,1.0,1735,1736,Exploring the Differential Impact of Public Interventions on Indigenous People : Lessons from Mexico’s Conditional Cash Transfers Program,Exploring the Differential Impact of Public Interventions on Indigenous People: Lessons from Mexico’s Conditional Cash Transfers Program,,https://doi.org/10.1596/23518,2015.0,2015.0,OpenAlex,OpenAlex,,,,
e6023ddb59be608ed141,7,restorative_justice_recidivism,exact_normalized_title,1.0,1.0,2421,2433,Mediasi Penal sebagai Alternatif Penyelesaian Perkara Tindak Pidana Praktik Kedokteran,MEDIASI PENAL SEBAGAI ALTERNATIF PENYELESAIAN PERKARA TINDAK PIDANA PRAKTIK KEDOKTERAN,,10.14710/mmh.43.2.2014.297-304,2014.0,2014.0,CORE,CORE,,,,
7468fa65b64222cdaa09,5,cash_transfers_education,exact_normalized_title,1.0,1.0,470,581,"Educational choices, subjective expectations and credit constraints","Educational Choices, Subjective Expectations, and Credit Constraints",https://doi.org/10.35648/20.500.12413/11781/ii120,https://doi.org/10.3386/w15087,2009.0,2009.0,OpenAlex,OpenAlex,,,,
49a08d14e27d93d355e3,16,microplastics_freshwater,exact_normalized_title,1.0,1.0,539,1181,"Microplastics as the vector for the attachment of polychlorinated biphenyls: A case study of urbanized Langat River, Malaysia.","Microplastics as the vector for the attachment of polychlorinated biphenyls: A case study of urbanized Langat River, Malaysia",10.1016/j.marpolbul.2025.118382,,2025,2025,EuropePMC,EuropePMC,,,,
c428845a9afdc2b526e5,7,restorative_justice_recidivism,exact_normalized_title,1.0,1.0,2953,2969,Six of one and half a dozen of the other: child victims and restorative justice,Six of one and half a dozen of the other : child victims and restorative justice,,,2009.0,2009.0,CORE,CORE,,,,
a6c9e5d8403b6f546fca,9,intelligent_tutoring_scores,exact_normalized_title,1.0,1.0,747,2102,The Black–White Education Scaled Test-Score Gap in Grades K-7,The Black-White Education-Scaled Test-Score Gap in Grades K-7,https://doi.org/10.3368/jhr.53.4.0916.8242r,https://doi.org/10.3386/w19243,2017.0,2013.0,OpenAlex,OpenAlex,,,,
c36fcfd65efde3926e0e,16,microplastics_freshwater,exact_normalized_title,1.0,1.0,880,2951,"Microplastic pollution in urban Lake Phewa, Nepal: the first report on abundance and composition in surface water of lake in different seasons.","Microplastic Pollution in Urban Lake Phewa, Nepal: The First Report on Abundance and Composition in Surface Water of Lake in Different Seasons",10.1007/s11356-021-18301-9,10.21203/rs.3.rs-972278/v1,2022,2021,EuropePMC,EuropePMC,,,,
1ddc924a036eec2b0f92,12,llm_higher_education,exact_normalized_title,1.0,1.0,7443,7483,Probing Social Bias in Labor Market Text Generation by ChatGPT : A Masked Language Model Approach,Probing Social Bias in Labor Market Text Generation by ChatGPT: A Masked Language Model Approach,,,2024.0,2024.0,CORE,CORE,,,,
b3a694c6cd6feacc00a1,18,federated_learning_privacy,exact_normalized_title,1.0,1.0,1465,3788,"Federated Learning for Maritime Environments: Use Cases, Experimental Results, and Open Issues","Federated Learning for Maritime Environments:Use Cases, Experimental Results, and Open Issues",https://doi.org/10.3390/jmse12061034,https://doi.org/10.36227/techrxiv.22133549.v1,2024,2023,OpenAlex,OpenAlex,,,,
00ab29b27cec1e3aa34f,7,restorative_justice_recidivism,exact_normalized_title,1.0,1.0,3046,3103,Face to face : Sachs on restorative justice,Face to face: Sachs on restorative justice,,,2010.0,2023.0,CORE,CORE,,,,
02ef62d5293e7d0eb238,7,restorative_justice_recidivism,exact_normalized_title,1.0,1.0,3920,3943,The politics of youth justice reform in post-conflict societies : mainstreaming restorative justice in Northern Ireland and South Africa,The politics of youth justice reform in post-conflict societies : mainstreaming restorative justice in Northern Ireland and South Africa.,,,2012.0,2012.0,CORE,CORE,,,,
b98bb7da6a1fb3c4415e,16,microplastics_freshwater,exact_normalized_title,1.0,1.0,5639,6120,Tracking the impacts of COVID-19 pandemic-related debris on wildlife using digital platforms.,Tracking the Impacts of Covid-19 Pandemic-Related Debris on Wildlife Using Digital Platforms,10.1016/j.scitotenv.2022.157614,10.2139/ssrn.4094016,2022,2022,EuropePMC,EuropePMC,,,,
7c7b854b1078081274c3,12,llm_higher_education,exact_normalized_title,1.0,1.0,8092,8093,Predicting Learning Performance with Large Language Models: A Study in Adult Literacy,Predicting Learning Performance with Large Language Models: A Study in Adult Literacy,,10.1007/978-3-031-60609-0_24,2024.0,2024.0,CORE,CORE,,,,
13f7a96821b523e55796,6,social_media_mental_health,exact_normalized_title,1.0,1.0,2873,2949,The Mental Health Impact of the COVID-19 Pandemic: Implications for Sub-Saharan Africa,The mental health impact of the COVID-19 pandemic: Implications for sub-Saharan Africa.,,https://doi.org/10.31219/osf.io/yq9kn,2020,2020,OpenAlex,OpenAlex,,,,
1d498f59da4e72218fd5,16,microplastics_freshwater,exact_normalized_title,1.0,1.0,1212,1578,Modeling the microplastic distribution along the Delaware River Estuary: Accumulation patterns and hydrodynamic influences.,Modeling the microplastic distribution along the Delaware River Estuary: Accumulation patterns and hydrodynamic influences,10.1016/j.marpolbul.2025.118074,,2025,2025,EuropePMC,EuropePMC,,,,
675d4201f9a1cdf08842,16,microplastics_freshwater,exact_normalized_title,1.0,1.0,3306,3604,"Characteristics and distribution of microplastics in shoreline sediments of the Yangtze River, main tributaries and lakes in China-From upper reaches to the estuary.","Characteristics and Distribution of Microplastics in Shoreline Sediments of the Yangtze River, Main Tributaries and Lakes in China—From Upper Reaches to the Estuary",10.1007/s11356-021-18284-7,10.21203/rs.3.rs-504372/v1,2022,2021,EuropePMC,EuropePMC,,,,
