ID,DOI,Title,Year,Authors,Venue,Abstract,Citations,Concepts,Relevance_Score,AL_Decision,LLM_Decision,LLM_Justification
https://openalex.org/W4411333973,https://doi.org/10.3386/w33892,AI and Social Media: A Political Economy Perspective,2025,Daron Acemoğlu; Asuman Ozdaglar; James Siderius,National Bureau of Economic Research,"We consider the political consequences of the use of artificial intelligence (AI) by online platforms engaged in social media content dissemination, entertainment, or electronic commerce.We identify two distinct but complementary mechanisms, the social media channel and the digital ads channel, which together and separately contribute to the polarization of voters and consequently the polarization of parties.First, AI-driven recommendations aimed at maximizing user engagement on platforms create echo chambers (or ""filter bubbles"") that increase the likelihood that individuals are not confronted with counter-attitudinal content.Consequently, social media engagement makes voters more polarized, and then parties respond by becoming more polarized themselves.Second, we show that party competition can encourage platforms to rely more on targeted digital ads for monetization (as opposed to a subscription-based business model), and such ads in turn make the electorate more polarized, further contributing to the polarization of parties.These effects do not arise when one party is dominant, in which case the profit-maximizing business model of the platform is subscription-based.We discuss the impact regulations can have on the polarizing effects of AI-powered online platforms.",4,Perspective (graphical); Politics; Social media; Political economy; Political science,0.417,Include,Include,Matches 5 inclusion term(s).
https://openalex.org/W3171094005,https://doi.org/10.14198/altern2021.28.2.09,"Social Work and Digital Activism: Sorority, Intersectionality, Homophily and Polarisation in #MeToo",2021,Joaquín Castillo de Mesa; Chaime Marcuello Servós; Antonio López Peláez; Paula Méndez-Domínguez,Alternativas Cuadernos de trabajo Social,"Introduction. Social Work is currently facing the significant challenge of dealing with social networking sites – which have become a parallel universe of socialisation – in which ever-increasing digital activism is taking place. The #MeToo movement stands out as a global benchmark. It has established itself as a digital-global feminist movement, fighting harassment and the abuse of women. Methodology. Adopting a social work perspective, a longitudinal analysis was performed of the #MeToo movement on Twitter between 2018-2019 based on social network analysis and netnography, in conjunction with specific algorithms. Results. The results showed significant patterns of sorority, homophily and affective polarisation through the echo chambers and filter bubbles that were identified in the detected Twitter communities. Furthermore, these online communities reflected real offline characteristics (geographical location, affinities, similarities). Discussion and conclusions. The #MeToo movement’s global effect and durability has led to a new understanding of social movements in the digital era. Social workers must not be blind to the exciting digital opportunities arising from digitalisation. They must combat homophily and the polarisation of global society on social networking sites, promoting values oriented towards tolerance of diversity. Practitioners must show awareness and intervene proactively in global digital spheres to understand, reflect and promote social justice, equality of rights and the empowerment of disadvantaged, vulnerable and oppressed people.",7,Homophily; Sociology; Empowerment; Harassment; Intersectionality,0.417,Include,Include,Matches 5 inclusion term(s).
https://openalex.org/W4380875601,https://doi.org/10.1145/3563359.3597393,A Multi-factorial Analysis of Polarization on Social Media,2023,Célina Treuillier; Armelle Brun; Sylvain Castagnos,,"Polarization is an increasingly worrying phenomenon within social media. Recent work has made it possible to detect and even quantify polarization. Nevertheless, the few existing metrics, although defined in a continuous space, often lead to a unimodal distribution of data once applied to users’ interactions, making the distinction between polarized and non-polarized users difficult to draw. Furthermore, each metric relies on a single factor and does not reflect the overall user behavior. Modeling polarization in a single form runs the risk of obscuring inter-individual differences. In this paper, we propose to have a deeper look at polarized online behaviors and to compare individual metrics. We collected about 300K retweets from 1K French users between January and July 2022 on Twitter. Each retweet is related to the highly controversial vaccine debate. Results show that a multi-factorial analysis leads to the identification of distinct and potentially explainable behavioral classes. This finer understanding of behaviors is an essential step to adapt news recommendation strategies so that no user gets locked into an echo chamber or filter bubble.",9,Polarization (electrochemistry); Social media; Computer science; Factorial analysis; Factorial,0.417,Include,Include,Matches 5 inclusion term(s).
https://openalex.org/W2947894960,https://doi.org/10.5210/fm.v24i6.9632,Testing popular news discourse on the “echo chamber” effect: Does political polarisation occur among those relying on social media as their primary politics news source?,2019,An Nguyen; Hong Tien Vu,First Monday,"Since 2016, online social networks (OSNs), especially their “big data” algorithms, have been intensively blamed in popular news discourse for acting as echo chambers. These chambers entrap like-minded voters in closed ideological circles that cause serious damage to democratic processes. This study examines this “echo chamber” argument through the rather divisive case of EU politics among EU citizens. Based on an exploratory secondary analysis of the Eurobarometer 86.2 survey dataset, we investigate whether the reliance on OSNs as a primary EU political news source can lead people to more polarisation in EU-related political beliefs and attitudes than a reliance on traditional media. We found little evidence for this polarisation, lending credence to a rejection of social media’s “echo chamber” effect.",47,Politics; Eurobarometer; Credence; Social media; Ideology,0.417,Include,Include,Matches 5 inclusion term(s).
https://openalex.org/W4400518857,https://doi.org/10.48550/arxiv.2407.06631,"A Systematic Review of Echo Chamber Research: Comparative Analysis of Conceptualizations, Operationalizations, and Varying Outcomes",2024,David Hartmann; Sonja Mei Wang; Lena Pohlmann; Bettina Berendt,arXiv (Cornell University),"This systematic review synthesizes research on echo chambers and filter bubbles to explore the reasons behind dissent regarding their existence, antecedents, and effects. It provides a taxonomy of conceptualizations and operationalizations, analyzing how measurement approaches and contextual factors influence outcomes. The review of 129 studies identifies variations in measurement approaches, as well as regional, political, cultural, and platform-specific biases, as key factors contributing to the lack of consensus. Studies based on homophily and computational social science methods often support the echo chamber hypothesis, while research on content exposure and broader media environments, such as surveys, tends to challenge it. Group behavior, cultural influences, instant messaging platforms, and short video platforms remain underexplored. The strong geographic focus on the United States further highlights the need for studies in multi-party systems and regions beyond the Global North. Future research should prioritize cross-platform studies, continuous algorithmic audits, and investigations into the causal links between polarization, fragmentation, and echo chambers to advance the field. This review also provides recommendations for using the EUs Digital Services Act to enhance research in this area and conduct studies outside the US in multi-party systems. By addressing these gaps, this review contributes to a more comprehensive understanding of echo chambers, their measurement, and their societal impacts.",5,Psychology; Echo (communications protocol); Cognitive psychology; Computer science; Computer network,0.417,Include,Include,Matches 5 inclusion term(s).
https://openalex.org/W4281570672,https://doi.org/10.31234/osf.io/vzu4q,From Echo Chambers to Resonance Chambers: How Offline Political Events Enter and Are Amplified In Online Networks,2022,Stig Hebbelstrup Rye Rasmussen; Michael Bang Petersen,,"Political hostility and ideological polarization permeate political debates on social media, but what is driving long-term developments in ideological polarization and political hostility? Prominent theories of social media argue that social media networks are best conceptualized as echo chambers, i.e., systems insulated from external input. Contrary to this view, we demonstrate that over the course of the 2020 election year in the US, all major ebbs and flows in political hostility on the social media platform Twitter were driven by external offline events. Importantly, these events were magnified for Twitter users within the most politically hostile and least ideologically diverse networks. Accordingly, social media networks are often best conceptualized as semi-open resonance chambers that are not insulated from external events but magnify them. We demonstrate that resonance chambers facilitate event-driven hostility via feedback loops that makes Twitter both more hostile and more ideologically polarized.",3,Ideology; Hostility; Politics; Polarization (electrochemistry); Social media,0.417,Include,Include,Matches 5 inclusion term(s).
https://openalex.org/W4404241907,https://doi.org/10.1007/s41109-024-00679-3,The power of social networks and social media’s filter bubble in shaping polarisation: an agent-based model,2024,Cristina Chueca Del Cerro,Applied Network Science,"Abstract The role social media platforms play on the emergence of polarisation is an ongoing debate in the political communication literature. Social media’s filter bubbles and online echo chambers shape people’s opinions by curating the information they have available. However, the extent to which this is the case remains unclear. Social simulation scholars have provided valuable insights into the subject through opinion dynamics models and agent-based modelling approaches. This article proposes a social simulation approach to the topic of opinion dynamics from a political communication perspective to understand how social network configurations and the media environment contribute to the emergence of national identity polarisation. We built an agent-based simulation model of national identity dynamics with a multilayer multiplex network of interacting agents in a hybrid media environment of both, traditional media and social media platforms. We use the Catalan secessionist movement to ground, contextualise and empirically inform parts of our model. We found that the initial social network setup conditions had a large impact on the emergence of polarisation amongst agents. In particular, homophily-based social networks composed of a majority of like-minded individuals produced greater polarisation compared to random networks. This was aggravated in the presence of social media filtering algorithms, selectively exposing agents to supportive information. These results emphasise the importance of both the selective exposure by social media filtering algorithms and one’s social networks (echo chambers) for polarisation to emerge. This interaction reinforces the influence of social media platforms and social networks have on the emergence of polarisation.",11,Bubble; Social media; Power (physics); Filter (signal processing); Sociology,0.35,Include,Include,Matches 6 inclusion term(s).
https://openalex.org/W4320718031,https://doi.org/10.2478/nor-2023-0002,Polarisation and echo chambers? Making sense of the climate issue with social media in everyday life,2023,Hallvard Moe; Synnøve Skarsbø Lindtner; Brita Ytre-Arne,Nordicom review/NORDICOM review,"Abstract This article analyses how people use social media to make sense of climate change, exploring climate issues as part of everyday communication in media-saturated societies. Building on prominent themes in the environmental communication literature on social media, such as mobilisation and polarisation, we respond to calls for more qualitative and interpretative analysis. Our study therefore asks how people use social media in everyday life to make sense of climate issues, and it expands on previous findings in the field through a qualitative typology of everyday social media use. The empirical data stems from in-depth interviews with Norwegians who are engaged in climate issues, with informants ranging from activists to declared sceptics, although we find widespread ambivalence across group positions. Our findings contribute to disentangling contradictory findings in the field through a discussion of how climate change is part of everyday communication.",18,Everyday life; Ambivalence; Social media; Typology; Sociology,0.333,Include,Include,Matches 4 inclusion term(s).
https://openalex.org/W4312973708,https://doi.org/10.5771/9783748928232-118,Does Social Media Use Promote Political Mass Polarization?,2022,Katharina Ludwig; Philipp Müller,Nomos Verlagsgesellschaft mbH & Co. KG eBooks,"In past years, a large amount of research was conducted to determine whether the use of social media causes political polarization. This research field, however, lacks clear terminological definitions and concepts such as fragmentation and selective exposure are often imprecisely equated with political polarization, which may explain the widespread assumption that social media cause political polarization. With this article, we aim to un ravel conceptual confusion and offer distinct definitions of affective, ideo logical, and partisan polarization. We conducted a structured literature review of 88 studies addressing the potential effects of social media use on polarization. We find the operationalization of relevant concepts to differ significantly between research projects, making the comparability of results difficult and possibly contributing to inconsistent findings. No clear evidence is found to support the generalized perception of strong polarization effects through the use of social media. Implications for future research are proposed.",8,Polarization (electrochemistry); Politics; Political science; Mass media; Sociology,0.333,Include,Include,Matches 4 inclusion term(s).
https://openalex.org/W2958953754,https://doi.org/10.2903/j.efsa.2019.e170720,Dealing with digital misinformation: a polarised context of narratives and tribes,2019,Fabiana Zollo,EFSA Journal,"The advent of the internet and social networks has revolutionised the information space and changed the way in which we communicate and get informed. On the internet, a huge amount of information competes for our (limited) attention. Moreover, despite the increasing quantity of contents, quality may be poor, making the environment particularly florid for misinformation spreading. In such a context, our cognitive biases emerge, first and foremost, confirmation bias, i.e. the human tendency to look for information that is already in agreement with one's system of beliefs. To shade light on the phenomenon, we present a collection of works investigating how information gets consumed and shapes communities on Facebook. We find that confirmation bias plays a crucial role in content selection and diffusion, and we provide empirical evidence of the existence of echo chambers, i.e. well separated and polarised groups of like-minded users sharing a same narrative. Immersed in these bubbles, users keep framing and reinforcing their world view, ignoring information dissenting from their preferred narrative. In this scenario, corrections in the form of fact-checking or debunking attempts seem to fail and have instead a backfire effect. To contrast misinformation, smoothing polarisation is so essential, and may require the design of tailored counter-narratives and appropriate communication strategies, particularly for sensitive topics.",52,Context (archaeology); Misinformation; Library science; Narrative; Citation,0.333,Include,Include,Matches 4 inclusion term(s).
https://openalex.org/W4404340635,https://doi.org/10.48550/arxiv.2410.21187,Multifaceted polarisation and information reliability in climate change discussions on social media platforms,2024,Aleix Bassolas; Joan Massachs; Emanuele Cozzo; Julián Vicens,arXiv (Cornell University),"Social media platforms like YouTube and Twitter play a key role in disseminating both reliable and unreliable information about climate change. This study analyses the topology of interactions in Twitter and their relation to cross-platform sharing, content discussions and emotional responses. We examined climate change discussions across four topics: the 27th United Nations Climate Change Conference, the Sixth Assessment Report of the United Nations Intergovernmental Panel on Climate Change, climate refugees, and Doñana Natural Park. While retweets reinforce in-group cohesion in the form of echo chambers, inter-group exposure is significant through mentions, suggesting that exposure to opposing views intensifies polarisation, rather than mitigates it. Ideological divides feature content differences accompanied by steeper negative sentiments, especially from right-leaning communities prone to share low-reliability information. We identified a topological alignment between platforms, indicating that ideological communities span multiple sites. Our findings show that climate change polarisation is multifaceted, involving ideological divides, structural isolation, and emotional engagement. These results suggest that effective climate policy discussions must address the emotional and identity-driven nature of public discourse and seek strategies to bridge ideological divides.",1,Echo (communications protocol); Polarization (electrochemistry); Climate change; Physics; Environmental science,0.333,Include,Include,Matches 4 inclusion term(s).
https://openalex.org/W4389055559,https://doi.org/10.1007/s11558-023-09517-0,"Building bridges or digging the trench? International organizations, social media, and polarized fragmentation",2023,Matthias Ecker-Ehrhardt,The Review of International Organizations,"Abstract Communication departments of international organizations (IOs) are important intermediaries of global governance who increasingly use social media to reach out to citizens directly. Social media pose new challenges for IO communication such as a highly competitive economy of attention and the fragmentation of the audiences driven by networked curation of content and selective exposure. In this context, communication departments have to make tough choices about what to communicate and how, aggravating inherent tensions between IO communication as comprehensive public information (aimed at institutional transparency)—and partisan political advocacy (aimed at normative change). If IO communication focuses on advocacy it might garner substantial resonance on social media. Such advocacy nevertheless fails to the extent that it fosters the polarized fragmentation of networked communication and undermines the credibility of IO communication as a source of trustworthy information across polarized “echo chambers.” The paper illustrates this argument through a content and social network analysis of Twitter communication on the Global Compact for Safe, Orderly and Regular Migration (GCM). Remarkably, instead of facilitating cross-cluster communication (“building bridges”) Twitter handles run by the United Nations Department of Global Communications (UNDGC) seem to have substantially fostered ideological fragmentation (“digging the trench”) by their way of partisan retweeting, mentioning, and (hash)tagging.",12,Social media; Public relations; Credibility; Political science; Intermediary,0.333,Include,Include,Matches 4 inclusion term(s).
https://openalex.org/W4280551413,https://doi.org/10.1140/epjds/s13688-022-00342-w,Measuring user engagement with low credibility media sources in a controversial online debate,2022,Salvatore Vilella; Alfonso Semeraro; Daniela Paolotti; Giancarlo Ruffo,EPJ Data Science,"Abstract We quantify social media user engagement with low-credibility online news media sources using a simple and intuitive methodology, that we showcase with an empirical case study of the Twitter debate on immigration in Italy. By assigning the Twitter users an Untrustworthiness ( U ) score based on how frequently they engage with unreliable media outlets and cross-checking it with a qualitative political annotation of the communities, we show that such information consumption is not equally distributed across the Twitter users. Indeed, we identify clusters characterised by a very high presence of accounts that frequently share content from less reliable news sources. The users with high U are more keen to interact with bot-like accounts that tend to inject more unreliable content into the network and to retweet that content. Thus, our methodology applied to this real-world network provides evidence, in an easy and straightforward way, that there is strong interplay between accounts that display higher bot-like activity and users more focused on news from unreliable sources and that this influences the diffusion of this information across the network.",14,Disinformation; Computer science; Credibility; Context (archaeology); Content (measure theory),0.333,Include,Include,Matches 4 inclusion term(s).
https://openalex.org/W4388588253,https://doi.org/10.1093/pnasnexus/pgad382,The event-driven nature of online political hostility: How offline political events make online interactions more hostile,2023,Stig Hebbelstrup Rye Rasmussen; Michael Bang Petersen,PNAS Nexus,"Hostile interactions permeate political debates on social media, but what is driving the long-term developments in online political hostility? Prior research focuses on individual-level factors such as the dispositions of users or network-level factors such as echo chambers. Moving beyond these accounts, we develop and test an event-oriented explanation and demonstrate that over the course of the 2020 election year in the United States, all major shifts in political hostility on the social media platform Twitter were driven by external offline events. Importantly, these events were magnified by Twitter users within the most politically hostile and most ideologically homogeneous networks. Further contributing to the individual and network-oriented accounts, we show that divisive offline events mobilized individual users not already disposed for hostility and may have helped facilitate the formation of echo chambers. The dynamics of online interactions-including their level of hostility-seem crucially dependent on developments in the offline world.",9,Hostility; Politics; Event (particle physics); Online and offline; Psychology,0.333,Include,Include,Matches 4 inclusion term(s).
https://openalex.org/W2804274284,https://doi.org/10.1057/s41599-018-0104-x,Socially mediated populism: the communicative strategies of political leaders on Facebook,2018,Gianpietro Mazzoleni; Roberta Bracciale,Palgrave Communications,"Abstract Populism has been defined in many different ways, mostly in regard to political ideology and political dynamics, but only in recent years in relation to communication variables. The aim of this paper is to contribute to the identification of a socially mediated type of populist communication profoundly affected by the specific nature of social media. It presents and discusses empirical evidence on Italy’s populist and non-populist leaders that use Facebook regularly, and highlights the extent of the overflow of populist communication patterns and ideological features into mainstream political communication. Populist ideology fragments emerged in Italian leaders’ Facebook posts, thus leading to two main conclusions: first, populism appears to be ‘endemic’ in the Italian online facebooksphere; second, political actors—even non-populist ones—do not disdain the adoption of typical populist rhetorics.",192,Populism; Ideology; Mainstream; Politics; Political communication,0.333,Include,Include,Matches 4 inclusion term(s).
https://openalex.org/W2946670719,https://doi.org/10.1146/annurev-economics-080218-030343,Echo Chambers and Their Effects on Economic and Political Outcomes,2019,Gilat Levy; Ronny Razin,Annual Review of Economics,"In this review, we survey the economics literature on echo chambers. We identify echo chambers as arising from a combination of two phenomena: ( a) the choice of individuals to segregate with like-minded ones, i.e., the creation of chambers, and ( b) behavioral biases that induce polarization when individuals exchange beliefs in these chambers, i.e., the echo. We summarize the literatures on these two phenomena and suggest how to combine the two literatures to gain insights about the effects of echo chambers on economic and political outcomes. We end by suggesting pathways for future research and discussing policy interventions to alleviate echo chambers.",110,Echo (communications protocol); Politics; Polarization (electrochemistry); Economics; Positive economics,0.333,Include,Include,Matches 4 inclusion term(s).
https://openalex.org/W3129594837,https://doi.org/10.4324/9781003004431-10,Filter bubbles and digital echo chambers 1,2021,Judith Möller,,"Filter bubbles and echo chambers are often named as key drivers of political polarisation and societal fragmentation. The conceptualisation of echo chambers and filter bubbles and their relationship is still subject to an ongoing academic debate. For echo chambers, the constituting affordances of online communication mainly pertain to online social networks. The large-scale, multi-platform studies all show that the prevalence of filter bubble and echo chamber effects among the majority of the population is low. In the review of literature on filter bubbles and echo chambers, it became clear that both concepts are frequently operationalised as ideological bubbles. The mismatch of theoretical work and empirical work on echo chambers and filters bubbles might also be a manifestation of a lack of explicit normative research in the field. It can be argued that ideas and attitudes expressed in fringe bubbles hold higher news value because of their novelty and extremity.",36,Echo (communications protocol); Acoustics; Filter (signal processing); Computer science; Physics,0.267,Include,Include,Matches 5 inclusion term(s).
https://openalex.org/W2902851317,https://doi.org/10.1111/1467-923x.12574,9. Rethinking Democracy with Social Media,2018,Helen Margetts,The Political Quarterly,"SOCIAL MEDIA are blamed for almost everything that is wrong with democracy. They are held responsible for pollution of the democratic environment through fake news, junk science, computational propaganda and aggressive micro-targeting and political advertising. They are accused of creating political filter bubbles, where citizens exist in ever narrower 'echo chambers' of personalised news and connections with like-minded people, which mean that they are exposed only to similar ideological viewpoints, feeding their own opinions back to themselves and creating a 'Daily Me' news environment. In turn, these phenomena have been implicated in the rise of populism, political polarisation, waves of hate against women and minorities, far-right extremism and radicalisation, post-truth, political chaos, the end of democracy and ultimately, the death of democracy. 1 Discussion of social media's role in democracy sounds like a premature lament for a sick patient, without investigating the prognosis.",93,Citation; Democracy; Social media; Politics; Media studies,0.267,Include,Include,Matches 5 inclusion term(s).
https://openalex.org/W3199043767,https://doi.org/10.1177/14614448211044393,Affective polarization in the digital age: Testing the direction of the relationship between social media and users’ feelings for out-group parties,2021,Maria Nordbrandt,New Media & Society,"There is considerable disagreement among scholars as to whether social media fuels polarization in society. However, a few have considered the possibility that polarization may instead affect social media usage. To address this gap, the study uses Dutch panel data to test directionality in the relationship between social media use and affective polarization. No support was found for the hypothesis that social media use contributed to the level of affective polarization. Instead, the results lend support to the hypothesis that it was the level of affective polarization that affected subsequent use of social media. The results furthermore reveal heterogeneous patterns among individuals, depending on their previous level of social media usage, and across different social media platforms . The study gives reason to call into question the predominating assumption in previous research that social media is a major driver of polarization in society.",93,Polarization (electrochemistry); Social media; Feeling; Social psychology; Psychology,0.25,Include,Include,Matches 3 inclusion term(s).
https://openalex.org/W3121661582,https://doi.org/10.14763/2016.1.401,Should we worry about filter bubbles?,2016,Frederik Zuiderveen Borgesius; Damian Trilling; Judith Möller; Balázs Bodó; Claes H. de Vreese,UvA-DARE (University of Amsterdam),"Some fear that personalised communication can lead to information cocoons or filter bubbles. For instance, a personalised news website could give more prominence to conservative or liberal media items, based on the (assumed) political interests of the user. As a result, users may encounter only a limited range of political ideas. We synthesise empirical research on the extent and effects of self-selected personalisation, where people actively choose which content they receive, and pre-selected personalisation, where algorithms personalise content for users without any deliberate user choice. We conclude that at present there is little empirical evidence that warrants any worries about filter bubbles.",497,Worry; Filter (signal processing); Psychology; Computer science; Computer vision,0.25,Include,Include,Matches 3 inclusion term(s).
https://openalex.org/W2947145950,https://doi.org/10.1038/s42005-020-0340-4,The role of bot squads in the political propaganda on Twitter,2020,Guido Caldarelli; Rocco De Nicola; Fabio Del Vigna; Marinella Petrocchi; Fabio Saracco,Communications Physics,"Abstract Nowadays, Social Media are a privileged channel for news spreading, information exchange, and fact checking. Unexpectedly for many users, automated accounts, known as social bots, contribute more and more to this process of information diffusion. Using Twitter as a benchmark, we consider the traffic exchanged, over one month of observation, on the migration flux from Northern Africa to Italy. We measure the significant traffic of tweets only, by implementing an entropy-based null model that discounts the activity of users and the virality of tweets. Results show that social bots play a central role in the exchange of significant content. Indeed, not only the strongest hubs have a number of bots among their followers higher than expected, but furthermore a group of them, that can be assigned to the same political tendency, share a common set of bots as followers. The retweeting activity of such automated accounts amplifies the hubs’ messages.",106,Politics; Social media; Set (abstract data type); Internet privacy; Channel (broadcasting),0.25,Include,Include,Matches 3 inclusion term(s).
https://openalex.org/W3213799256,https://doi.org/10.17645/mac.v9i4.4062,Automated Trouble: The Role of Algorithmic Selection in Harms on Social Media Platforms,2021,Florian Saurwein; Charlotte Spencer-Smith,Media and Communication,"Social media platforms like Facebook, YouTube, and Twitter have become major objects of criticism for reasons such as privacy violations, anticompetitive practices, and interference in public elections. Some of these problems have been associated with algorithms, but the roles that algorithms play in the emergence of different harms have not yet been systematically explored. This article contributes to closing this research gap with an investigation of the link between algorithms and harms on social media platforms. Evidence of harms involving social media algorithms was collected from media reports and academic papers within a two-year timeframe from 2018 to 2019, covering Facebook, YouTube, Instagram, and Twitter. Harms with similar casual mechanisms were grouped together to inductively develop a typology of algorithmic harm based on the mechanisms involved in their emergence: (1) algorithmic errors, undesirable, or disturbing selections; (2) manipulation by users to achieve algorithmic outputs to harass other users or disrupt public discourse; (3) algorithmic reinforcement of pre-existing harms and inequalities in society; (4) enablement of harmful practices that are opaque and discriminatory; and (5) strengthening of platform power over users, markets, and society. Although the analysis emphasizes the role of algorithms as a cause of online harms, it also demonstrates that harms do not arise from the application of algorithms alone. Instead, harms can be best conceived of as socio-technical assemblages, composed of the use and design of algorithms, platform design, commercial interests, social practices, and context. The article concludes with reflections on possible governance interventions in response to identified socio-technical mechanisms of harm. Notably, while algorithmic errors may be fixed by platforms themselves, growing platform power calls for external oversight.",66,Social media; Casual; Harm; Context (archaeology); Internet privacy,0.25,Include,Include,Matches 3 inclusion term(s).
https://openalex.org/W3215356716,https://doi.org/10.1007/s10796-021-10222-9,A Confirmation Bias View on Social Media Induced Polarisation During Covid-19,2021,Sachin Modgil; Rohit Kumar Singh; Shivam Gupta; Denis Dennehy,Information Systems Frontiers,"Social media has played a pivotal role in polarising views on politics, climate change, and more recently, the Covid-19 pandemic. Social media induced polarisation (SMIP) poses serious challenges to society as it could enable 'digital wildfires' that can wreak havoc worldwide. While the effects of SMIP have been extensively studied, there is limited understanding of the interplay between two key components of this phenomenon: confirmation bias (reinforcing one's attitudes and beliefs) and echo chambers (i.e., hear their own voice). This paper addresses this knowledge deficit by exploring how manifestations of confirmation bias contributed to the development of 'echo chambers' at the height of the Covid-19 pandemic. Thematic analysis of data collected from 35 participants involved in supply chain information processing forms the basis of a conceptual model of SMIP and four key cross-cutting propositions emerging from the data that have implications for research and practice.",156,Coronavirus disease 2019 (COVID-19); Social media; Thematic analysis; Pandemic; Key (lock),0.25,Include,Include,Matches 3 inclusion term(s).
https://openalex.org/W3108000093,https://doi.org/10.3127/ajis.v25i0.2867,A Conceptual Tool to Eliminate Filter Bubbles in Social Networks,2021,Alireza Amrollahi,AJIS. Australasian journal of information systems/AJIS. Australian journal of information systems/Australian journal of information systems,"Reliance on social media as a source of information has lead to several challenges, including the limitation of sources to viewers’ preferences and desires, also known as filter bubbles. The formation of filter bubbles is a known risk to democracy. It can bring negative consequences like polarisation of the society, users’ tendency to extremist viewpoints and the proliferation of fake news. Previous studies have focused on specific aspects and paid less attention to a holistic approach for eliminating the notion. The current study, however, aims to propose a model for an integrated tool that assists users in avoiding filter bubbles in social networks. To this end, a systematic literature review has been undertaken, and initially, 571 papers in six top-ranked scientific databases have been identified. After excluding irrelevant studies and performing an in-depth analysis of the remaining papers, a classification of research studies is proposed. This classification is then used to introduce an overall architecture for an integrated tool that synthesises all previous studies and offers new features for avoiding filter bubbles. The study explains the components and features of the proposed architecture and concludes with a list of implications for the recommended tool.",11,Viewpoints; Filter (signal processing); Computer science; Data science; Architecture,0.25,Include,Include,Matches 3 inclusion term(s).
https://openalex.org/W2811466287,https://doi.org/10.14763/2018.2.793,Political topic-communities and their framing practices in the Dutch Twittersphere,2018,Maranke Wieringa; Daniela van Geenen; Mirko Tobias Schäfer; Ludo Gorzeman,Internet Policy Review,"In light of the need for political plurality and informed debate this study questions information distribution and curation on Twitter. We contribute to the understanding of ideological homophily by exploring the notion of the 'echo chamber'. Using a sample of two weeks of Dutch Twitter data, we combine network analysis of retweet networks, with qualitative reading and categorisation of engagement with media content in tweets within political topic communities. We found that media references were predominantly framed in affirmative ways in relation to the referenced medium content. Our findings show that users consciously select media messages that correspond with the general sentiment within their topic community, or frame them accordingly. We see this as a willful 'echo chamber', or a 'repillarisation'.",10,Framing (construction); Homophily; Politics; Ideology; Social media,0.25,Include,Include,Matches 3 inclusion term(s).
https://openalex.org/W3012266030,https://doi.org/10.1371/journal.pone.0229129,Selective exposure shapes the Facebook news diet,2020,Matteo Cinelli; Emanuele Brugnoli; Ana Lucía Schmidt; Fabiana Zollo; Walter Quattrociocchi,PLoS ONE,"The social brain hypothesis approximates the total number of social relationships we are able to maintain at 150. Similar cognitive constraints emerge in several aspects of our daily life, from our mobility to the way we communicate, and might even affect the way we consume information online. Indeed, despite the unprecedented amount of information we can access online, our attention span still remains limited. Furthermore, recent studies have shown that online users are more likely to ignore dissenting information, choosing instead to interact with information adhering to their own point of view. In this paper, we quantitatively analyse users' attention economy in news consumption on social media by analysing 14 million users interacting with 583 news outlets (pages) on Facebook over a time span of six years. In particular, we explore how users distribute their activity across news pages and topics. On the one hand, we find that, independently of their activity, users show a tendency to follow a very limited number of pages. On the other hand, users tend to interact with almost all the topics presented by their favoured pages. Finally, we introduce a taxonomy accounting for users' behaviour to distinguish between patterns of selective exposure and interest. Our findings suggest that segregation of users in echo chambers might be an emerging effect of users' activity on social media and that selective exposure-i.e. the tendency of users to consume information adhering to their preferred narratives-could be a major driver in their consumption patterns.",128,Affect (linguistics); Social media; Internet privacy; Point (geometry); Computer science,0.25,Include,Include,Matches 3 inclusion term(s).
https://openalex.org/W4296001786,https://doi.org/10.22363/2313-1438-2022-24-3-499-516,Digital Echo Chambers as Phenomenon of Political Space,2022,Mikhail Beznosov; Alexander Golikov,RUDN Journal of Political Science,"This article attempts to provide a comprehensive overview of the academic literature on the subject, examining the different approaches, their similarities and general differences, advantages and disadvantages, and providing a consolidated and critical perspective that will hopefully be useful for future research in the field. The paper presents the results of a systematic review of Western academic studies on the existence of echo chambers in social media, an initial classification of the literature and the identification of research patterns. The authors show how conceptual and methodological choices influence research findings on the topic. Future research should take into account the potential shortcomings of different approaches and the significant potential of linking data.",5,Echo (communications protocol); Perspective (graphical); Phenomenon; Space (punctuation); Identification (biology),0.25,Include,Include,Matches 3 inclusion term(s).
